m_hidden,sparsity,seed,checkpoint_step,n_eigenspaces,n_eigenvectors,degeneracy_ratio,n_clusters,mean_participation_ratio,mean_max_space_projection
112,0.5859183673469388,0,25000,107,112,0.9553571428571429,2,13.9031286758068,0.3102561979654056
112,0.5859183673469388,1,25000,110,112,0.9821428571428571,3,13.327765777556316,0.3133741410924572
112,0.6061224489795918,0,25000,109,112,0.9732142857142857,1,15.46358442411142,0.2922057614141198
112,0.6061224489795918,1,25000,109,112,0.9732142857142857,1,15.678574992733964,0.2909671417871162
112,0.6263265306122449,0,25000,109,112,0.9732142857142857,1,15.857687934693395,0.28704797754039335
112,0.6263265306122449,1,25000,107,112,0.9553571428571429,1,15.831450769877963,0.28789203754289916
112,0.6465306122448979,0,25000,108,112,0.9642857142857143,2,15.933418246529602,0.28541458362833383
112,0.6465306122448979,1,25000,106,112,0.9464285714285714,4,18.071850415340506,0.2708941721410062
112,0.666734693877551,0,25000,111,112,0.9910714285714286,1,16.346323919700776,0.28090145076492107
112,0.666734693877551,1,25000,106,112,0.9464285714285714,2,16.54047213778876,0.278885617811095
112,0.6869387755102041,0,25000,108,112,0.9642857142857143,3,17.67095373408956,0.269106110267643
112,0.6869387755102041,1,25000,110,112,0.9821428571428571,1,17.494598771559975,0.2721368933065199
112,0.7071428571428571,0,25000,107,112,0.9553571428571429,2,18.02045706084748,0.2619002392751355
112,0.7071428571428571,1,25000,111,112,0.9910714285714286,1,18.80341242747936,0.26109257732267677
112,0.7273469387755102,0,25000,109,112,0.9732142857142857,45,38.179218434953626,0.07054433633685137
112,0.7273469387755102,1,25000,107,112,0.9553571428571429,2,18.58272840571268,0.25811824755646684
112,0.7475510204081632,0,25000,111,112,0.9910714285714286,44,34.956345228096104,0.08534502587996967
112,0.7475510204081632,1,25000,112,112,1.0,44,34.07355593245621,0.0891020072469455
112,0.7677551020408163,0,25000,111,112,0.9910714285714286,43,35.58462608626625,0.08650628374798655
112,0.7677551020408163,1,25000,112,112,1.0,54,36.35482956943311,0.08241169815917576
112,0.7879591836734694,0,25000,111,112,0.9910714285714286,48,37.40181222755144,0.07681745662937758
112,0.7879591836734694,1,25000,109,112,0.9732142857142857,48,37.745074475211084,0.07297963505853969
112,0.8081632653061224,0,25000,111,112,0.9910714285714286,47,37.93940432363241,0.07395787586756644
112,0.8081632653061224,1,25000,111,112,0.9910714285714286,50,37.66186658126786,0.07476908024903035
112,0.8283673469387755,0,25000,111,112,0.9910714285714286,47,37.38523914452534,0.07674776828218383
112,0.8283673469387755,1,25000,111,112,0.9910714285714286,42,37.888499002826535,0.07324823042793333
