file,m,seed,n,exp_type,mean_sparsity,min_sparsity,max_sparsity,rank,rank_ratio,sumD,rho_m,rho_r,slack_run,mean_resid,mean_sigma,mean_kappa,mean_leverage,tail_mass_001,tail_mass_005,tail_mass_010
n1024_m256_nonuniform_seed113.h5,256,113,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.63878223666688,0.99858899311198,0.99858899311198,0.0014110068880199833,0.04553933941014444,0.0014110068880203244,1.4820255582418251,0.2500000000000001,0.01555272463690099,0.0037584477217208513,0.0
n1024_m256_nonuniform_seed114.h5,256,114,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.64361156887026,0.9986078576908994,0.9986078576908994,0.0013921423091005636,0.0451789230713567,0.0013921423091010534,1.4771629863555524,0.2500000000000001,0.015512224178137841,0.003617376020519347,0.0
n1024_m256_nonuniform_seed115.h5,256,115,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.64907494728686,0.9986291990128393,0.9986291990128393,0.0013708009871606919,0.045071297490694794,0.0013708009871610928,1.4941183272927658,0.2500000000000001,0.01479037859592195,0.004498884193224628,0.0
n1024_m256_nonuniform_seed116.h5,256,116,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.64559732940688,0.9986156145679956,0.9986156145679956,0.0013843854320043647,0.04481088766910145,0.001384385432005073,1.4793000992784688,0.25000000000000017,0.015369933109583452,0.0035394492470016505,0.0
n1024_m256_nonuniform_seed117.h5,256,117,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.63197913955082,0.9985624185138704,0.9985624185138704,0.0014375814861296021,0.04567612938360865,0.0014375814861298938,1.4686867715631033,0.2500000000000001,0.016614891600627457,0.0034994296271151455,0.0
n1024_m256_nonuniform_seed118.h5,256,118,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.64479419628333,0.9986124773292318,0.9986124773292318,0.0013875226707682486,0.04553281318529063,0.001387522670768708,1.486559890906191,0.2500000000000001,0.014682043923195078,0.003982339800420307,0.0
n1024_m256_nonuniform_seed119.h5,256,119,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.6375872559729,0.9985843252186442,0.9985843252186442,0.0014156747813558468,0.04568617895329296,0.0014156747813561825,1.4851471116839479,0.2500000000000001,0.015027863070498786,0.003901420863306001,0.0
n1024_m256_nonuniform_seed12.h5,256,12,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.63966207111662,0.9985924299652993,0.9985924299652993,0.0014075700347007114,0.045346538793531614,0.0014075700347012713,1.4734764941228757,0.25000000000000017,0.01609626684992716,0.0032746414086857103,0.0
n1024_m256_nonuniform_seed120.h5,256,120,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.64373004171648,0.998608320475455,0.998608320475455,0.0013916795245449975,0.04517009766449709,0.0013916795245453892,1.4843070117216952,0.2500000000000001,0.015942955605078406,0.003928923775665857,0.0
n1024_m256_nonuniform_seed121.h5,256,121,1024,linear_nonuniform,0.49951171875,0.0,0.9990234375,256,1.0,255.64507292673807,0.9986135661200706,0.9986135661200706,0.0013864338799294273,0.045605889707854314,0.0013864338799298313,1.5010186000449959,0.2500000000000001,0.014074776947023703,0.00468044501220602,0.0
