m_hidden,sparsity,seed,checkpoint_step,n_clusters,mean_participation_ratio,mean_max_projection
208,0.22224489795918367,0,25000,32,59.101981410515805,0.08948570293696118
208,0.22224489795918367,1,25000,32,59.65318853843023,0.09146739635832177
208,0.24244897959183673,0,25000,32,60.27399525343161,0.08321071399658196
208,0.24244897959183673,1,25000,34,59.66536773095564,0.08843823198701914
208,0.2626530612244898,0,25000,29,61.71783959883559,0.07908849959511108
208,0.2626530612244898,1,25000,28,61.305348276904915,0.08152346165754389
208,0.28285714285714286,0,25000,28,61.71306958559586,0.07696032336153796
208,0.28285714285714286,1,25000,24,61.498593744676526,0.0779424770795727
208,0.3030612244897959,0,25000,29,62.52641242899389,0.0775874828129508
208,0.3030612244897959,1,25000,28,63.01005285718841,0.0728997468415289
208,0.32326530612244897,0,25000,25,61.60909593100267,0.07009951235544606
208,0.32326530612244897,1,25000,30,62.229306657391206,0.0708490274032397
208,0.34346938775510205,0,25000,20,62.72474788827636,0.0651820965718139
208,0.34346938775510205,1,25000,19,61.78548263208755,0.06680058362706218
208,0.3636734693877551,0,25000,12,56.318984514851245,0.06774791112474327
208,0.3636734693877551,1,25000,12,56.200217846294706,0.06911600047046239
208,0.38387755102040816,0,25000,10,47.132728294206714,0.08095243323000575
208,0.38387755102040816,1,25000,5,47.351342433848814,0.07959377665654559
208,0.4040816326530612,0,25000,9,26.08310478208051,0.15480213286502695
208,0.4040816326530612,1,25000,10,25.17830943203014,0.15948978424335614
208,0.42428571428571427,0,25000,8,29.863298878874666,0.17412076059272297
208,0.42428571428571427,1,25000,11,25.669184597348593,0.17348314267285048
208,0.44448979591836735,0,25000,6,31.163140871554965,0.1916403315057283
208,0.44448979591836735,1,25000,4,33.36415619999483,0.18001780959076125
208,0.4646938775510204,0,25000,3,35.74321661832259,0.16767049550054525
208,0.4646938775510204,1,25000,1,36.69828121025469,0.17225376948987536
208,0.48489795918367345,0,25000,1,36.01421130047956,0.1756012715879846
208,0.48489795918367345,1,25000,1,35.873901204942186,0.17914586834348875
208,0.5051020408163265,0,25000,1,35.75781920273695,0.17872612738440355
208,0.5051020408163265,1,25000,1,36.32926483468318,0.18246552953537498
208,0.5253061224489796,0,25000,1,35.865569489342164,0.1850771839733627
208,0.5253061224489796,1,25000,1,35.76897465277522,0.18821567685409707
208,0.5455102040816326,0,25000,1,35.79385446533871,0.18849880741077368
208,0.5455102040816326,1,25000,1,35.53627859317892,0.1906475804564513
208,0.5657142857142857,0,25000,1,35.79759557667492,0.1899834998136285
208,0.5657142857142857,1,25000,1,35.656119456557946,0.19212131294495738
208,0.5859183673469388,0,25000,1,36.04349334741798,0.19082507680221242
208,0.5859183673469388,1,25000,2,36.19418956564172,0.19183061473713858
208,0.6061224489795918,0,25000,1,36.61314194262921,0.1897336421096396
208,0.6061224489795918,1,25000,1,37.203385964082784,0.1886333487531737
208,0.6263265306122449,0,25000,1,37.5588101659024,0.18667121186581245
208,0.6263265306122449,1,25000,1,38.99157247489269,0.18182471432325015
208,0.6465306122448979,0,25000,2,42.06360976831514,0.17303020928673324
208,0.6465306122448979,1,25000,1,38.89357693301692,0.1820638692910774
208,0.666734693877551,0,25000,1,42.67621500589234,0.1718230684458139
208,0.666734693877551,1,25000,1,40.96916117586109,0.17620461189314496
208,0.6869387755102041,0,25000,2,41.54227938768686,0.17299903360009927
208,0.6869387755102041,1,25000,1,42.51631344481558,0.172186947057109
208,0.7071428571428571,0,25000,1,42.92241889225654,0.1671126352949687
208,0.7071428571428571,1,25000,1,45.54318956220834,0.16501580561645668
208,0.7273469387755102,0,25000,1,45.95558925900518,0.1581971195457642
208,0.7273469387755102,1,25000,8,70.11103721210182,0.047365759315189875
208,0.7475510204081632,0,25000,7,59.58813580181184,0.05784587327473536
208,0.7475510204081632,1,25000,9,59.13442356208404,0.06294269938345368
208,0.7677551020408163,0,25000,12,63.94384584458204,0.055900470494065005
208,0.7677551020408163,1,25000,13,66.26696582300228,0.05232346536137342
208,0.7879591836734694,0,25000,14,68.12730136447698,0.04675620555478434
208,0.7879591836734694,1,25000,8,67.47471749872484,0.0482228228629972
208,0.8081632653061224,0,25000,10,68.6821794531856,0.04703485673369573
208,0.8081632653061224,1,25000,13,68.51904340223112,0.046891850877450264
208,0.8283673469387755,0,25000,9,69.5657636202015,0.04490759449678528
208,0.8283673469387755,1,25000,11,69.28525074705254,0.04485784331668965
208,0.8485714285714285,0,25000,12,69.09578590963794,0.04566799928698976
208,0.8485714285714285,1,25000,15,69.70031146696988,0.04458854902709766
208,0.8687755102040816,0,25000,15,68.98084774384628,0.04602108635223451
208,0.8687755102040816,1,25000,9,68.94336358022494,0.045458972714862614
208,0.8889795918367347,0,25000,6,68.84852414185495,0.045773525203222504
208,0.8889795918367347,1,25000,11,68.68150385532391,0.04578045508601949
208,0.9091836734693878,0,25000,8,69.86189152971966,0.044341480002270825
208,0.9091836734693878,1,25000,11,68.9476993038238,0.04536055236859215
208,0.9293877551020407,0,25000,5,70.40634048259017,0.04416329409728721
208,0.9293877551020407,1,25000,13,68.8580655656178,0.045776104237776644
208,0.9495918367346938,0,25000,7,70.16516868425023,0.04404587965591044
208,0.9495918367346938,1,25000,11,70.44173029775723,0.04376634516925691
208,0.9697959183673469,0,25000,8,69.98004636227103,0.044092784527840365
208,0.9697959183673469,1,25000,5,69.95159463265159,0.04403526039993447
208,0.99,0,25000,7,70.00541911207668,0.04420167320227258
208,0.99,1,25000,9,70.13415498893798,0.04384912122137131
224,0.0,0,25000,3,65.99376359148327,0.12742960910228807
224,0.0,1,25000,4,66.66543732196003,0.1263243094227599
224,0.02020408163265306,0,25000,2,65.11911664592535,0.13434736820171578
224,0.02020408163265306,1,25000,2,65.57712385314564,0.12108010414278182
224,0.04040816326530612,0,25000,5,62.48697140833609,0.14002024724490666
224,0.04040816326530612,1,25000,3,61.9772864099419,0.10418904326443622
224,0.06061224489795918,0,25000,17,57.861768264326145,0.1348642535100475
224,0.06061224489795918,1,25000,7,57.559388725840236,0.13328029767514615
224,0.08081632653061224,0,25000,24,55.13490145431457,0.12690207837069367
224,0.08081632653061224,1,25000,35,54.97075492968261,0.1277130814810884
224,0.1010204081632653,0,25000,45,54.358694849276006,0.122713194811265
224,0.1010204081632653,1,25000,41,54.73828892287414,0.12394307203152424
224,0.12122448979591836,0,25000,29,55.952206318302665,0.11528967451675609
224,0.12122448979591836,1,25000,32,55.670327492464764,0.11541628225383946
224,0.14142857142857143,0,25000,25,58.086666181452,0.10702180486924434
224,0.14142857142857143,1,25000,31,57.01542414720848,0.10879514751962824
224,0.16163265306122448,0,25000,26,60.556444715270885,0.1016162143192238
224,0.16163265306122448,1,25000,33,60.162598613271186,0.10027083692501756
224,0.18183673469387754,0,25000,31,62.847573117925776,0.09378069587097723
224,0.18183673469387754,1,25000,29,61.667072102705895,0.09588884002197803
224,0.2020408163265306,0,25000,27,63.64109969948061,0.0878202602452334
224,0.2020408163265306,1,25000,27,62.66057828852474,0.090346330637144
224,0.22224489795918367,0,25000,26,64.32961603022078,0.08382589404518767
224,0.22224489795918367,1,25000,31,64.10360467250813,0.08388539019427702
224,0.24244897959183673,0,25000,34,65.50852227175568,0.07549814018467857
224,0.24244897959183673,1,25000,28,64.81482970348685,0.0813412942557737
224,0.2626530612244898,0,25000,32,66.5231344607021,0.07233624766853214
224,0.2626530612244898,1,25000,27,66.05560726621235,0.07634774017182738
224,0.28285714285714286,0,25000,24,67.59546850550926,0.06899240393989794
224,0.28285714285714286,1,25000,25,66.79851260868273,0.0724483692648023
224,0.3030612244897959,0,25000,27,67.76204212415198,0.06613037146981424
224,0.3030612244897959,1,25000,28,67.56692134995649,0.06899585791047763
224,0.32326530612244897,0,25000,29,67.80988187116392,0.06088956108831717
224,0.32326530612244897,1,25000,23,67.02193273793687,0.06511875500095785
224,0.34346938775510205,0,25000,22,66.91003110266627,0.05919864445933754
224,0.34346938775510205,1,25000,19,67.11543490302728,0.05989996242302004
224,0.3636734693877551,0,25000,6,61.45681440040171,0.06291031640444694
224,0.3636734693877551,1,25000,10,60.63080350904618,0.06447800718692506
224,0.38387755102040816,0,25000,3,51.0545681160793,0.07700791551071672
224,0.38387755102040816,1,25000,5,50.250108861211004,0.07893231813881617
224,0.4040816326530612,0,25000,8,32.21466999143257,0.14661197487425176
224,0.4040816326530612,1,25000,6,35.19949060579251,0.14092984380817777
224,0.42428571428571427,0,25000,7,33.99965476430464,0.16441406276008397
224,0.42428571428571427,1,25000,5,35.75833024847927,0.15989117693288618
224,0.44448979591836735,0,25000,2,40.77656344388545,0.15140729812073428
224,0.44448979591836735,1,25000,1,41.125461980564,0.15151269472204362
224,0.4646938775510204,0,25000,1,40.270831126352704,0.16112193041908196
224,0.4646938775510204,1,25000,2,40.36648563402888,0.16261175290782706
224,0.48489795918367345,0,25000,1,40.36364314239273,0.16614595282076247
224,0.48489795918367345,1,25000,1,40.1843400303288,0.1693124452350044
224,0.5051020408163265,0,25000,1,39.608889182095865,0.17324010284144903
224,0.5051020408163265,1,25000,1,39.931184714262045,0.17420559219747994
224,0.5253061224489796,0,25000,1,39.77601566063467,0.17669456998457128
224,0.5253061224489796,1,25000,1,40.15651733833116,0.17754735657874324
224,0.5455102040816326,0,25000,1,40.251587044049344,0.17508809521035806
224,0.5455102040816326,1,25000,1,40.145366299508936,0.17935832633656373
224,0.5657142857142857,0,25000,1,41.070441514593725,0.17551162319782837
224,0.5657142857142857,1,25000,1,40.411806431416316,0.17720649486381185
224,0.5859183673469388,0,25000,1,40.272925856387374,0.1802452465854173
224,0.5859183673469388,1,25000,1,40.93591783292853,0.17911885191502164
224,0.6061224489795918,0,25000,1,41.19344740531842,0.17869159431503162
224,0.6061224489795918,1,25000,1,40.899410138435314,0.17904856891939655
224,0.6263265306122449,0,25000,1,41.22149250292723,0.17782900564980475
224,0.6263265306122449,1,25000,1,41.79954440708004,0.1780202868998017
224,0.6465306122448979,0,25000,1,42.504018203668764,0.17409700910044087
224,0.6465306122448979,1,25000,1,42.22119139758428,0.1745023291939165
224,0.666734693877551,0,25000,1,43.81710633987933,0.17014427267408083
224,0.666734693877551,1,25000,1,43.22238451008458,0.17139356547118473
224,0.6869387755102041,0,25000,1,46.9055718045578,0.16177391625550508
224,0.6869387755102041,1,25000,1,45.16513353056763,0.1652154329732794
224,0.7071428571428571,0,25000,1,51.54651509211611,0.14988888119261035
224,0.7071428571428571,1,25000,1,48.26437070575493,0.15666719774826451
224,0.7273469387755102,0,25000,1,50.98738726772264,0.15189175529308002
224,0.7273469387755102,1,25000,8,75.40105446954695,0.0447763408075697
224,0.7475510204081632,0,25000,4,68.01712357140822,0.057601995728450026
224,0.7475510204081632,1,25000,10,61.65786566370215,0.056659817397612305
224,0.7677551020408163,0,25000,4,70.65119801575099,0.05304255113268107
224,0.7677551020408163,1,25000,8,70.13374875960473,0.05060161501065338
224,0.7879591836734694,0,25000,9,74.23644377711955,0.04273177628867579
224,0.7879591836734694,1,25000,7,73.73309820429458,0.04632047819077973
224,0.8081632653061224,0,25000,8,74.58903461934418,0.04315325270280923
224,0.8081632653061224,1,25000,11,75.16891728377635,0.04166354347324525
224,0.8283673469387755,0,25000,4,75.02433126333301,0.042046773981638544
224,0.8283673469387755,1,25000,7,75.40795545845266,0.041814432491409495
224,0.8485714285714285,0,25000,7,74.92948820030006,0.04213630905759662
224,0.8485714285714285,1,25000,5,75.33209085809978,0.04183356785020182
224,0.8687755102040816,0,25000,6,73.90598897723555,0.04323093725790016
224,0.8687755102040816,1,25000,11,73.8387876485316,0.04321029412503816
224,0.8889795918367347,0,25000,7,74.33562000989272,0.04289988083644699
224,0.8889795918367347,1,25000,7,73.32797378933105,0.04400412435120732
224,0.9091836734693878,0,25000,7,74.99829117265651,0.04170396235515911
224,0.9091836734693878,1,25000,6,74.2940571843123,0.04283900945238877
224,0.9293877551020407,0,25000,3,74.70508870612147,0.042346813284230525
224,0.9293877551020407,1,25000,5,73.68401164306464,0.04364798825243365
224,0.9495918367346938,0,25000,6,75.4080432441421,0.04150612289944622
224,0.9495918367346938,1,25000,5,75.22885818618926,0.0418949677591041
224,0.9697959183673469,0,25000,6,75.30894986952762,0.04129333419279965
224,0.9697959183673469,1,25000,4,75.47899668520793,0.04164975673056107
224,0.99,0,25000,4,74.9080099389525,0.041999685257612523
224,0.99,1,25000,9,75.32998933808219,0.041638853118672846
240,0.0,0,25000,5,70.18566070312858,0.07658302110355397
240,0.0,1,25000,1,70.83699250612915,0.09567580859950367
240,0.02020408163265306,0,25000,2,67.58185300257065,0.09659000079168706
240,0.02020408163265306,1,25000,1,68.27129157342321,0.10737000116144607
240,0.04040816326530612,0,25000,4,63.2225987871433,0.1345149696271786
240,0.04040816326530612,1,25000,9,63.948506932742625,0.13016021547920165
240,0.06061224489795918,0,25000,22,59.84519831343992,0.12849770848371844
240,0.06061224489795918,1,25000,17,59.341865223364785,0.12635605462866867
240,0.08081632653061224,0,25000,39,58.57207933894327,0.122364958179801
240,0.08081632653061224,1,25000,37,57.86245907416239,0.12161909948576263
240,0.1010204081632653,0,25000,30,59.65486833814185,0.11988339495722178
240,0.1010204081632653,1,25000,32,59.09504657042215,0.11526932202665377
240,0.12122448979591836,0,25000,25,61.68576127007365,0.10837527771719552
240,0.12122448979591836,1,25000,29,60.93488650114208,0.10741852038763636
240,0.14142857142857143,0,25000,32,64.57768625299914,0.10035699893566527
240,0.14142857142857143,1,25000,29,64.3215442759539,0.10056367668196614
240,0.16163265306122448,0,25000,30,66.38763789335704,0.09456783943386134
240,0.16163265306122448,1,25000,26,65.45752663677321,0.09358210950139535
240,0.18183673469387754,0,25000,30,66.73075962066378,0.08866698559162367
240,0.18183673469387754,1,25000,25,66.44432292298468,0.08947026896023724
240,0.2020408163265306,0,25000,25,68.48236460280381,0.0809760960629597
240,0.2020408163265306,1,25000,27,67.97375489552095,0.08470291598693996
240,0.22224489795918367,0,25000,32,69.64110390590267,0.07478134111790481
240,0.22224489795918367,1,25000,25,69.06367240745809,0.07859063861718718
240,0.24244897959183673,0,25000,27,71.00530080076774,0.0686861082734811
240,0.24244897959183673,1,25000,24,70.2841970422879,0.07397989941732416
240,0.2626530612244898,0,25000,24,72.49622012308434,0.061928575843796234
240,0.2626530612244898,1,25000,25,70.90070936147397,0.06934767291317251
240,0.28285714285714286,0,25000,25,73.2057163556683,0.0603690855100965
240,0.28285714285714286,1,25000,24,72.25830649343875,0.06505732789270854
240,0.3030612244897959,0,25000,22,73.80097298768925,0.056382684825894216
240,0.3030612244897959,1,25000,28,73.05980766577852,0.060411014977771946
240,0.32326530612244897,0,25000,25,73.237755292234,0.05578319976983751
240,0.32326530612244897,1,25000,23,72.75895174456146,0.057555677723886145
240,0.34346938775510205,0,25000,19,71.66675747424839,0.053403423140795256
240,0.34346938775510205,1,25000,17,71.26235631078511,0.05511845415949604
240,0.3636734693877551,0,25000,9,67.66838990347276,0.05691038859205269
240,0.3636734693877551,1,25000,5,66.57223570501505,0.05875431961237386
240,0.38387755102040816,0,25000,1,56.05731528065316,0.07377057870269996
240,0.38387755102040816,1,25000,1,55.37025728775828,0.07428326645909836
240,0.4040816326530612,0,25000,3,44.09292606022649,0.12186479116833987
240,0.4040816326530612,1,25000,5,39.935914134079574,0.12954155736019163
240,0.42428571428571427,0,25000,1,46.355904297496636,0.12765866916335655
240,0.42428571428571427,1,25000,1,47.19466250218795,0.12495404397436287
240,0.44448979591836735,0,25000,1,44.69045215212378,0.14431110607304576
240,0.44448979591836735,1,25000,1,45.36773732426964,0.1444070490129674
240,0.4646938775510204,0,25000,1,44.23284691456311,0.15447591031939664
240,0.4646938775510204,1,25000,1,45.05262730975277,0.15505739538794636
240,0.48489795918367345,0,25000,1,44.2370819518252,0.16032105189997778
240,0.48489795918367345,1,25000,1,43.938600699764976,0.16168745408752314
240,0.5051020408163265,0,25000,1,44.65583771297213,0.16365827788249235
240,0.5051020408163265,1,25000,1,44.38712758425565,0.16578470259417113
240,0.5253061224489796,0,25000,1,44.95995316117692,0.16761607901504133
240,0.5253061224489796,1,25000,1,44.872087911914406,0.16828492780376922
240,0.5455102040816326,0,25000,1,44.473679552913694,0.17020128792888764
240,0.5455102040816326,1,25000,2,44.40655573634692,0.17030281692836885
240,0.5657142857142857,0,25000,1,44.91450174649515,0.1710798816966706
240,0.5657142857142857,1,25000,1,45.31033451327498,0.17060130036298005
240,0.5859183673469388,0,25000,2,45.13774395281703,0.1706851781791241
240,0.5859183673469388,1,25000,1,44.63353261727201,0.1719207424031574
240,0.6061224489795918,0,25000,2,45.783325673483155,0.16981967915496404
240,0.6061224489795918,1,25000,1,46.18816589137971,0.16828206328534645
240,0.6263265306122449,0,25000,1,49.52454921984615,0.15894938971704273
240,0.6263265306122449,1,25000,1,47.96403668030905,0.16442647412716652
240,0.6465306122448979,0,25000,1,48.384384055453324,0.16167947763140258
240,0.6465306122448979,1,25000,1,53.824051464134214,0.15043197431085417
240,0.666734693877551,0,25000,1,48.86650247020894,0.15991659058351568
240,0.666734693877551,1,25000,1,54.20509382711387,0.14935354221665548
240,0.6869387755102041,0,25000,1,52.678151312210765,0.15072589074322731
240,0.6869387755102041,1,25000,1,52.61765793748451,0.15112052314641353
240,0.7071428571428571,0,25000,1,54.135255593622645,0.14804972815059214
240,0.7071428571428571,1,25000,1,55.1478763214666,0.1435346039244571
240,0.7273469387755102,0,25000,1,56.68782698532929,0.1384978491170657
240,0.7273469387755102,1,25000,1,56.492824753573466,0.1403252877271871
240,0.7475510204081632,0,25000,4,65.61329153870557,0.051978186286465736
240,0.7475510204081632,1,25000,2,65.27132819712105,0.05194538984223768
240,0.7677551020408163,0,25000,5,76.17923998198374,0.046785960618623654
240,0.7677551020408163,1,25000,6,76.14297781162475,0.048602414651027416
240,0.7879591836734694,0,25000,6,78.25997041957635,0.041518200004162245
240,0.7879591836734694,1,25000,7,78.46441744762987,0.04370580635729476
240,0.8081632653061224,0,25000,5,79.82184750534168,0.040891864502201114
240,0.8081632653061224,1,25000,6,80.20558814447753,0.04059081796925355
240,0.8283673469387755,0,25000,9,80.04032872721551,0.04078016072041291
240,0.8283673469387755,1,25000,7,80.79682239043623,0.03946553939107261
240,0.8485714285714285,0,25000,5,80.09812112645298,0.04011496672649237
240,0.8485714285714285,1,25000,7,79.4482476169859,0.04086099444018506
240,0.8687755102040816,0,25000,5,78.74952928795243,0.04171556089847083
240,0.8687755102040816,1,25000,11,78.5825733188149,0.041760718568690285
240,0.8889795918367347,0,25000,5,78.66174951997466,0.04104560925857986
240,0.8889795918367347,1,25000,9,78.80015650348487,0.04074619179137655
240,0.9091836734693878,0,25000,9,78.76843182866912,0.04089357767155465
240,0.9091836734693878,1,25000,10,77.74148081853528,0.04232034534092287
240,0.9293877551020407,0,25000,8,78.21394494592025,0.04206796614721733
240,0.9293877551020407,1,25000,7,78.25737208448527,0.041643821547157546
240,0.9495918367346938,0,25000,8,79.0591637683819,0.041074788693319146
240,0.9495918367346938,1,25000,7,78.69291252863911,0.041320251394142374
240,0.9697959183673469,0,25000,4,79.96288269905976,0.040329466689809884
240,0.9697959183673469,1,25000,3,81.03570341942137,0.03924213974196768
240,0.99,0,25000,6,80.9052618938816,0.0387463526022184
240,0.99,1,25000,6,80.14375320447357,0.03966489587796578
256,0.0,0,25000,1,74.48250299632805,0.0848941005588969
256,0.0,1,25000,2,74.57077193862139,0.07840482725197806
256,0.02020408163265306,0,25000,5,72.23257058100201,0.09438548702238711
256,0.02020408163265306,1,25000,2,71.01177160307057,0.07795096179276959
256,0.04040816326530612,0,25000,9,66.53830002373446,0.11755393589280945
256,0.04040816326530612,1,25000,8,66.04927500751666,0.1163291336683494
256,0.06061224489795918,0,25000,21,63.246782398731725,0.1142588813289675
256,0.06061224489795918,1,25000,16,62.704216826971575,0.11734550571480938
256,0.08081632653061224,0,25000,36,62.45489900806562,0.10737678695451988
256,0.08081632653061224,1,25000,35,62.8942136883051,0.11001119304790871
256,0.1010204081632653,0,25000,30,64.58139667883205,0.10354408510534163
256,0.1010204081632653,1,25000,29,64.82316473784297,0.10526821511804299
256,0.12122448979591836,0,25000,30,67.68440138172068,0.09772183371703737
256,0.12122448979591836,1,25000,27,67.07169629634208,0.0966012050837238
256,0.14142857142857143,0,25000,25,70.02715885432488,0.09096661957324616
256,0.14142857142857143,1,25000,31,69.30180513044763,0.09031555498600483
256,0.16163265306122448,0,25000,24,70.8071266960471,0.08265172489021992
256,0.16163265306122448,1,25000,26,71.01299280054013,0.0852864227473224
256,0.18183673469387754,0,25000,28,72.53989555262899,0.07750048446092846
256,0.18183673469387754,1,25000,29,72.22520176939346,0.07910047339643975
256,0.2020408163265306,0,25000,25,73.69922404188983,0.07219379248990407
256,0.2020408163265306,1,25000,27,73.168630847445,0.0751246406062508
256,0.22224489795918367,0,25000,24,74.53537642562196,0.06834816231042856
256,0.22224489795918367,1,25000,29,74.64963907292564,0.0699603538449814
256,0.24244897959183673,0,25000,20,76.1260087003464,0.06370106819119659
256,0.24244897959183673,1,25000,23,75.57165019971755,0.06543870861960324
256,0.2626530612244898,0,25000,24,77.43967511896165,0.059603219665572804
256,0.2626530612244898,1,25000,22,76.71607538993655,0.06137114615897786
256,0.28285714285714286,0,25000,25,77.7627093668089,0.05819626130954836
256,0.28285714285714286,1,25000,22,77.52122569847916,0.057805600171713684
256,0.3030612244897959,0,25000,18,78.25246469206454,0.053186668801068517
256,0.3030612244897959,1,25000,19,78.73185983210908,0.0545483186162849
256,0.32326530612244897,0,25000,20,79.78431327621337,0.04936490499878324
256,0.32326530612244897,1,25000,21,79.21520385683586,0.05285780290290077
256,0.34346938775510205,0,25000,15,75.22059332895421,0.051539543967826534
256,0.34346938775510205,1,25000,21,74.8523068879027,0.0529930248974966
256,0.3636734693877551,0,25000,3,72.85188029882472,0.05415201756598473
256,0.3636734693877551,1,25000,2,72.89357071108645,0.056517731374265835
256,0.38387755102040816,0,25000,1,62.90773154479153,0.07375891017067251
256,0.38387755102040816,1,25000,1,64.16142813438402,0.07163520160367043
256,0.4040816326530612,0,25000,1,57.64904487309879,0.09111060207089386
256,0.4040816326530612,1,25000,1,56.503486694144726,0.09467879170731523
256,0.42428571428571427,0,25000,1,51.420389110708,0.11855453008601564
256,0.42428571428571427,1,25000,1,51.61335801308628,0.11817328880084671
256,0.44448979591836735,0,25000,1,49.896607606502236,0.13743578893202468
256,0.44448979591836735,1,25000,1,49.59490638237071,0.13769014144522154
256,0.4646938775510204,0,25000,1,49.598692844368315,0.1449896571756301
256,0.4646938775510204,1,25000,1,49.27883105490534,0.14755670107637459
256,0.48489795918367345,0,25000,1,49.48073926654911,0.1509304780929317
256,0.48489795918367345,1,25000,2,47.498753949207945,0.1666378931914711
256,0.5051020408163265,0,25000,1,48.868272120145114,0.15610186293234654
256,0.5051020408163265,1,25000,1,48.78789031967179,0.1572238451365537
256,0.5253061224489796,0,25000,1,49.53502931439743,0.1590715347820521
256,0.5253061224489796,1,25000,1,49.61131824957121,0.15797359605084754
256,0.5455102040816326,0,25000,1,50.05755027259873,0.1605649732990025
256,0.5455102040816326,1,25000,1,49.755458418910436,0.1607797833164883
256,0.5657142857142857,0,25000,2,49.99626300935061,0.1599597397762073
256,0.5657142857142857,1,25000,1,49.72204461112027,0.15997784608403426
256,0.5859183673469388,0,25000,1,50.2643869346543,0.1615472547833327
256,0.5859183673469388,1,25000,1,49.95476353896507,0.16275013318936216
256,0.6061224489795918,0,25000,1,50.32633619927735,0.16162691583424404
256,0.6061224489795918,1,25000,2,51.116809747638065,0.15946225130098085
256,0.6263265306122449,0,25000,1,51.267183726225575,0.15947193392945655
256,0.6263265306122449,1,25000,1,52.674025755265376,0.15536099272888987
256,0.6465306122448979,0,25000,1,53.38382682975339,0.15299427575412478
256,0.6465306122448979,1,25000,1,52.40098008223141,0.15611590476460474
256,0.666734693877551,0,25000,1,54.663424984894384,0.15019163723788898
256,0.666734693877551,1,25000,1,55.46790411355177,0.14883265332430795
256,0.6869387755102041,0,25000,1,54.13279390393282,0.14834438289948082
256,0.6869387755102041,1,25000,1,61.28284351742602,0.13655379975501927
256,0.7071428571428571,0,25000,2,56.30176918934235,0.1426435070356573
256,0.7071428571428571,1,25000,1,61.7287644549527,0.1320033254458527
256,0.7273469387755102,0,25000,2,61.77817559076618,0.13005560654846177
256,0.7273469387755102,1,25000,10,82.19566722047306,0.048572159177957354
256,0.7475510204081632,0,25000,2,67.3011195943225,0.054594620080608995
256,0.7475510204081632,1,25000,3,73.14988333997653,0.054666269269889656
256,0.7677551020408163,0,25000,5,79.19699400598577,0.047125301100570414
256,0.7677551020408163,1,25000,3,80.54995359020884,0.04496495874223864
256,0.7879591836734694,0,25000,4,84.05053536365031,0.041398726871770306
256,0.7879591836734694,1,25000,2,85.72457047358668,0.037450475492521174
256,0.8081632653061224,0,25000,4,85.26016597742777,0.03848458931298876
256,0.8081632653061224,1,25000,7,85.2314647958926,0.03850949830520582
256,0.8283673469387755,0,25000,5,85.87822370131187,0.037784169577446416
256,0.8283673469387755,1,25000,10,85.59110014800245,0.03843281616233932
256,0.8485714285714285,0,25000,6,85.30327178162608,0.03830702589650703
256,0.8485714285714285,1,25000,7,85.30161889955812,0.03834631866298792
256,0.8687755102040816,0,25000,6,85.11241938102995,0.03800910921928401
256,0.8687755102040816,1,25000,5,83.73444972854341,0.03938704968709298
256,0.8889795918367347,0,25000,13,83.25463615063228,0.04037758012915052
256,0.8889795918367347,1,25000,4,83.78412526366225,0.039076265012569125
256,0.9091836734693878,0,25000,8,83.3291864971001,0.03930935457296602
256,0.9091836734693878,1,25000,9,83.02484933734729,0.039977897447671835
256,0.9293877551020407,0,25000,10,80.4094928481511,0.042958073102791844
256,0.9293877551020407,1,25000,12,81.86931072932808,0.04130782703044809
256,0.9495918367346938,0,25000,10,81.85860328934797,0.0424162602461504
256,0.9495918367346938,1,25000,9,82.60761273963753,0.04136685602971081
256,0.9697959183673469,0,25000,1,85.84653858780747,0.03733062714110157
256,0.9697959183673469,1,25000,6,85.79686498372253,0.03754284186907558
256,0.99,0,25000,8,86.11019866365484,0.0371088443206767
256,0.99,1,25000,2,86.12389216726586,0.03706898652989532
272,0.0,0,25000,1,78.86147092751689,0.09635781914241712
272,0.0,1,25000,1,77.57034484657328,0.09571174576457823
272,0.02020408163265306,0,25000,2,75.26172765176769,0.08329754279117521
272,0.02020408163265306,1,25000,2,74.31312299913975,0.10976407116277812
272,0.04040816326530612,0,25000,9,68.903799563701,0.10509804788933913
272,0.04040816326530612,1,25000,9,69.1661032782205,0.115457936532042
272,0.06061224489795918,0,25000,24,66.34383124537078,0.1046328462039462
272,0.06061224489795918,1,25000,21,66.50710256793049,0.11126270491552603
272,0.08081632653061224,0,25000,33,67.0442262385501,0.10183140447025082
272,0.08081632653061224,1,25000,27,67.16009128334889,0.1065260619931539
272,0.1010204081632653,0,25000,28,71.03192930244984,0.09276159586594274
272,0.1010204081632653,1,25000,23,69.78872838330787,0.0958763204337401
272,0.12122448979591836,0,25000,26,73.27234775757891,0.08671366355596691
272,0.12122448979591836,1,25000,27,72.47314675643382,0.08881528590831636
272,0.14142857142857143,0,25000,25,75.19317003235213,0.08212324614446288
272,0.14142857142857143,1,25000,28,75.3403749221039,0.08016388694917544
272,0.16163265306122448,0,25000,27,76.858432447798,0.07633868639101449
272,0.16163265306122448,1,25000,23,76.41130322828408,0.07521978111016597
272,0.18183673469387754,0,25000,22,78.20938787358031,0.07038592840508634
272,0.18183673469387754,1,25000,26,78.26589263884975,0.0712202583860704
272,0.2020408163265306,0,25000,23,79.25997861005527,0.06705217217422285
272,0.2020408163265306,1,25000,21,79.35161393393727,0.06710335243175872
272,0.22224489795918367,0,25000,21,80.43117709102532,0.062478971671185324
